"date","close","volume","open","high","low"
"2015/07/31","76.7000","11876940.0000","77.6300","77.7400","76.6600"
"2015/07/30","77.3900","22056140.0000","79.4000","79.4800","77.1500"
"2015/07/29","80.6200","8904631.0000","80.2600","80.9900","80.1600"
"2015/07/28","80.2300","8562889.0000","80.1400","80.6600","79.9100"
"2015/07/27","79.9700","8590457.0000","79.8300","80.0700","79.4250"
"2015/07/24","80.2900","5484416.0000","80.5100","80.7300","80.2300"
"2015/07/23","80.7000","5380845.0000","80.8300","80.8900","80.1400"
"2015/07/22","80.8300","6095841.0000","81.0300","81.3000","80.6700"
"2015/07/21","81.6300","7502207.0000","82.0100","82.1300","81.3700"
"2015/07/20","82.1900","5012781.0000","82.0900","82.3500","82.0000"
"2015/07/17","82.2400","5827266.0000","81.8900","82.3800","81.6000"
"2015/07/16","82.3000","6623398.0000","82.4500","82.5500","82.1000"
"2015/07/15","82.1500","6673662.0000","81.9100","82.3200","81.8400"
"2015/07/14","82.0400","6112511.0000","82.0400","82.4600","81.9800"
"2015/07/13","81.9100","7332427.0000","81.5200","82.0400","81.3400"
"2015/07/10","80.9500","6892363.0000","81.2300","81.3599","80.7600"
"2015/07/09","80.6600","10418950.0000","81.7500","82.0000","80.5200"
"2015/07/08","80.9900","6724559.0000","81.2100","81.6900","80.8900"
"2015/07/07","81.7200","11589400.0000","80.0600","81.8300","80.0600"
"2015/07/06","80.0500","6593739.0000","79.6100","80.2200","79.5000"
"2015/07/02","79.9300","6591981.0000","80.0100","80.3500","79.7700"
"2015/07/01","79.7200","8867990.0000","78.3900","79.7650","78.1200"
"2015/06/30","78.2400","8444119.0000","78.9200","79.0100","78.1300"
"2015/06/29","78.3200","7923604.0000","78.9500","79.3700","78.2600"
"2015/06/26","79.3400","7702091.0000","79.5400","79.7400","79.2800"
"2015/06/25","79.3900","5855728.0000","79.7100","79.9000","79.3900"
"2015/06/24","79.5100","8842707.0000","79.8000","79.8500","79.5000"
"2015/06/23","79.7900","7165265.0000","80.3300","80.4500","79.6200"
"2015/06/22","80.4500","6907185.0000","80.9200","81.1800","80.3300"
"2015/06/19","80.5400","15392840.0000","80.7100","81.2000","80.4800"
"2015/06/18","80.8200","10707590.0000","80.3300","81.2200","80.3000"
"2015/06/17","80.0800","9305676.0000","79.2000","80.1900","79.1600"
"2015/06/16","79.1000","8280135.0000","79.6000","79.6000","78.5350"
"2015/06/15","78.1200","7512404.0000","78.3300","78.4550","77.9300"
"2015/06/12","78.8700","6504311.0000","79.1700","79.3200","78.5700"
"2015/06/11","79.4100","7616616.0000","79.9300","79.9300","79.2400"
"2015/06/10","79.5400","9460977.0000","79.2300","79.7900","79.0100"
"2015/06/09","78.9000","11513490.0000","77.9700","79.3300","77.8200"
"2015/06/08","77.7100","10915900.0000","77.4800","77.9834","77.1000"
"2015/06/05","77.4300","9425609.0000","78.0400","78.1200","77.3700"
"2015/06/04","78.1500","7714304.0000","78.4100","78.8400","78.0600"
"2015/06/03","78.5600","5985530.0000","78.9100","78.9300","78.2700"
"2015/06/02","78.5400","7361858.0000","78.4600","78.7200","78.1700"
"2015/06/01","78.8500","7577343.0000","78.6500","79.0700","78.2700"
"2015/05/29","78.3900","12504320.0000","79.1800","79.2400","78.1900"
"2015/05/28","79.3300","5799033.0000","79.4300","79.4500","79.0200"
"2015/05/27","79.3900","8094509.0000","79.2200","79.9400","79.0900"
"2015/05/26","79.1400","6666214.0000","79.9700","80.0651","78.9400"
"2015/05/22","79.9500","5986335.0000","80.2400","80.4000","79.9200"
"2015/05/21","80.4100","6055592.0000","80.1700","80.5800","79.8400"
"2015/05/20","80.4800","5469358.0000","80.9300","81.0000","80.4500"
"2015/05/19","80.8300","5718135.0000","80.7500","80.9500","80.3300"
"2015/05/18","80.7400","5580524.0000","80.9700","81.1300","80.5000"
"2015/05/15","81.0500","7199134.0000","80.8300","81.1200","80.7300"
"2015/05/14","80.5700","5634148.0000","80.1100","80.6900","80.0900"
"2015/05/13","79.7000","6459619.0000","80.1600","80.5900","79.5500"
"2015/05/12","79.9500","6298308.0000","80.0300","80.2900","79.3600"
"2015/05/11","80.2700","5227572.0000","80.9500","80.9900","80.2600"
"2015/05/08","80.9600","6929376.0000","80.8900","81.2100","80.8200"
"2015/05/07","80.2000","7216008.0000","80.3700","80.5500","80.0000"
"2015/05/06","80.4000","7335056.0000","80.3400","80.5800","79.5200"
"2015/05/05","80.0700","6589434.0000","80.5000","80.6500","79.7800"
"2015/05/04","80.3500","7193074.0000","80.4800","80.9651","80.2950"
"2015/05/01","80.2900","8185224.0000","79.7600","80.3200","79.6300"
"2015/04/30","79.5100","9388417.0000","79.9500","80.1500","79.0700"
"2015/04/29","79.8500","11837960.0000","80.0000","80.3100","79.7200"
"2015/04/28","80.4200","8395450.0000","80.7300","80.8200","80.1900"
"2015/04/27","80.6000","9188488.0000","80.9100","81.2000","80.4700"
"2015/04/24","81.0000","8785441.0000","81.0400","81.5300","80.9000"
"2015/04/23","80.9500","14553690.0000","81.4150","82.1000","80.9000"
"2015/04/22","83.0900","6742352.0000","83.2200","83.3400","82.6000"
"2015/04/21","83.0800","7685744.0000","83.3900","83.8000","82.9000"
"2015/04/20","82.8700","7415328.0000","83.0900","83.9800","82.8000"
"2015/04/17","82.5300","9108958.0000","83.0000","83.2200","82.0300"
"2015/04/16","83.5000","7514765.0000","83.5600","84.0700","83.3500"
"2015/04/15","83.5100","7004309.0000","83.8500","84.2000","83.4800"
"2015/04/14","83.6000","6779917.0000","83.3900","83.8800","83.0500"
"2015/04/13","83.4300","8286169.0000","83.0000","83.9500","82.9400"
"2015/04/10","83.3500","6995586.0000","82.8000","83.6300","82.7150"
"2015/04/09","82.8900","6184986.0000","82.6300","82.9500","82.0100"
"2015/04/08","82.7700","6523054.0000","82.3000","83.1800","82.2700"
"2015/04/07","82.3900","6330108.0000","82.9300","83.2900","82.3300"
"2015/04/06","83.0400","6851886.0000","81.9200","83.2250","81.5100"
"2015/04/02","82.4300","6169783.0000","82.1700","82.5900","81.9150"
"2015/04/01","82.3200","7394887.0000","82.4400","82.4500","81.4503"
"2015/03/31","81.9400","8649198.0000","82.7600","82.9300","81.9400"
"2015/03/30","82.7200","6410945.0000","82.6300","82.9500","82.1500"
"2015/03/27","82.3100","6441373.0000","82.0800","82.5400","81.9901"
"2015/03/26","82.1500","7307573.0000","82.5800","82.6100","81.9500"
"2015/03/25","83.0100","8481956.0000","84.3700","84.3700","82.8600"
"2015/03/24","83.9200","7456443.0000","84.8900","85.1100","83.8700"
"2015/03/23","84.8600","9879242.0000","84.3700","85.0500","84.3600"
"2015/03/20","84.7400","22145260.0000","83.9900","84.7900","83.7700"
"2015/03/19","83.3800","9239424.0000","83.4600","83.7500","83.1200"
"2015/03/18","83.7500","12602820.0000","82.8600","84.0500","82.0200"
"2015/03/17","82.8500","7509223.0000","83.3600","83.3700","82.4300"
"2015/03/16","83.5600","15618240.0000","82.0800","83.9500","81.9900"
"2015/03/13","81.8300","7483326.0000","81.9800","82.2800","81.1500"
"2015/03/12","82.0900","6951008.0000","81.5900","82.1150","81.5100"
"2015/03/11","81.3900","10066380.0000","81.5300","81.7800","80.8110"
"2015/03/10","81.5400","9680836.0000","82.4700","82.8800","81.5400"
"2015/03/09","83.0900","7078677.0000","82.7900","83.2100","82.6800"
"2015/03/06","82.6600","11338560.0000","84.3400","84.3700","82.3700"
"2015/03/05","84.6300","5904022.0000","84.6200","84.7600","84.0900"
"2015/03/04","84.3500","7342451.0000","85.0400","85.2400","84.2100"
"2015/03/03","85.1600","6085191.0000","85.3500","85.4400","84.5400"
"2015/03/02","85.4100","7235072.0000","85.0200","85.4100","84.8400"
"2015/02/27","85.1300","7674051.0000","85.0200","85.3800","84.5700"
"2015/02/26","85.1700","7964161.0000","85.4200","85.7600","84.8900"
"2015/02/25","85.4600","5970334.0000","85.7000","85.7950","85.2399"
"2015/02/24","85.5000","6501292.0000","85.5100","85.7400","85.0100"
"2015/02/23","85.3900","7915600.0000","84.9600","85.5000","84.6500"
"2015/02/20","84.8700","9575040.0000","84.9500","85.0500","84.1900"
"2015/02/19","85.2100","7267551.0000","86.1100","86.3000","85.0500"
"2015/02/18","86.2600","8131866.0000","85.7600","86.3900","85.5200"
"2015/02/17","85.4900","10292980.0000","86.0600","86.0600","85.0000"
"2015/02/13","85.9000","6271749.0000","86.0300","86.1500","85.5000"
"2015/02/12","86.0300","6073321.0000","86.0600","86.1460","85.4100"
"2015/02/11","85.6400","7184152.0000","85.9500","86.2000","85.1449"
"2015/02/10","85.3900","7059632.0000","85.3300","85.5700","84.8200"
"2015/02/09","85.0500","8811512.0000","85.3100","85.4300","84.5900"
"2015/02/06","85.6100","8426107.0000","86.5600","86.6100","85.1500"
"2015/02/05","86.7000","6393777.0000","86.2400","86.7800","86.1000"
"2015/02/04","85.7900","9212670.0000","85.8900","86.4800","85.5500"
"2015/02/03","85.9500","10747750.0000","85.9500","86.0000","85.1200"
"2015/02/02","85.1200","10274620.0000","84.5800","85.1400","83.6800"
"2015/01/30","84.2900","14683740.0000","85.0900","85.2245","84.2500"
"2015/01/29","85.6700","12054550.0000","85.7800","86.1100","85.1500"
"2015/01/28","85.1500","14031710.0000","86.6300","86.9100","85.0100"
"2015/01/27","86.4900","14415320.0000","87.1000","87.2100","86.0200"
"2015/01/26","89.5800","9370246.0000","89.9500","89.9500","88.7400"
"2015/01/23","90.0800","6745113.0000","91.1700","91.1900","89.9500"
"2015/01/22","91.6200","7209727.0000","91.0400","91.6900","89.8700"
"2015/01/21","90.7300","6974523.0000","90.4000","91.1900","89.6300"
"2015/01/20","91.1900","9874244.0000","91.2500","91.7900","90.5000"
"2015/01/16","91.2500","8811480.0000","89.9500","91.3400","89.8700"
"2015/01/15","89.8600","6768130.0000","90.4900","90.5000","89.3400"
"2015/01/14","89.9900","6418158.0000","89.7300","90.1600","89.4312"
"2015/01/13","90.3000","6730752.0000","90.7800","91.5000","89.7700"
"2015/01/12","89.9200","5250798.0000","90.4750","90.6200","89.5050"
"2015/01/09","90.2500","4873097.0000","91.1800","91.1800","90.1200"
"2015/01/08","91.1000","6831358.0000","90.4800","91.2250","90.1300"
"2015/01/07","90.0700","5986899.0000","89.9400","90.3700","89.5626"
"2015/01/06","89.6000","7791010.0000","90.3100","90.5600","89.2600"
"2015/01/05","90.0100","8625553.0000","90.2300","91.0000","89.8500"
"2015/01/02","90.4400","7253894.0000","90.8400","91.0000","89.9200"
"2014/12/31","91.0900","5712138.0000","92.0400","92.5500","91.0300"
"2014/12/30","92.4000","4730012.0000","92.2500","92.8200","92.1000"
"2014/12/29","92.6400","4652872.0000","93.1200","93.4300","92.5000"
"2014/12/26","93.4600","3148746.0000","93.1500","93.8060","93.0600"
"2014/12/24","93.1400","2408140.0000","93.5000","93.8900","93.1400"
"2014/12/23","93.2900","5610590.0000","92.7400","93.4800","92.7000"
"2014/12/22","92.6000","7155205.0000","92.1000","92.7300","92.0000"
"2014/12/19","92.0500","14029940.0000","92.1500","92.7300","91.7600"
"2014/12/18","92.0000","8707666.0000","91.0100","92.0000","90.5500"
"2014/12/17","90.7000","7415115.0000","89.5600","91.1600","89.4000"
"2014/12/16","89.3600","8775895.0000","89.1400","90.9600","88.3800"
"2014/12/15","89.2000","6511895.0000","89.7000","90.6000","89.0300"
"2014/12/12","89.5500","6574519.0000","90.0100","90.9700","89.5300"
"2014/12/11","90.4100","6468676.0000","90.0000","91.2800","89.9800"
"2014/12/10","90.0000","6293222.0000","90.9500","91.1000","89.9600"
"2014/12/09","90.7100","5701508.0000","90.4700","90.7800","89.8700"
"2014/12/08","90.7600","4723841.0000","90.3400","91.0000","90.3200"
"2014/12/05","90.3800","6383230.0000","90.3200","90.4200","89.2100"
"2014/12/04","90.5800","6410436.0000","90.5000","90.9400","90.1000"
"2014/12/03","90.0000","6465627.0000","90.8400","90.9700","89.6400"
"2014/12/02","91.0700","7432853.0000","90.4400","91.1700","90.1200"
"2014/12/01","90.0800","6744687.0000","90.1700","90.6700","89.5200"
"2014/11/28","90.4300","7661778.0000","89.0900","90.5600","88.9700"
"2014/11/26","88.8800","4419983.0000","88.8300","88.8800","88.4500"
"2014/11/25","88.8000","6439590.0000","88.3600","88.8200","88.0800"
"2014/11/24","88.1100","5569245.0000","88.8800","88.8900","87.8600"
"2014/11/21","88.6000","8981741.0000","89.2600","89.4300","88.4600"
"2014/11/20","88.4700","5527565.0000","88.3300","88.8000","88.3300"
"2014/11/19","88.7300","6564738.0000","88.2400","88.8700","87.9300"
"2014/11/18","87.9500","6419441.0000","88.0200","88.1800","87.4900"
"2014/11/17","87.8400","9475739.0000","88.0000","88.1800","87.3700"
"2014/11/14","88.1100","7559371.0000","88.7000","88.8900","87.9300"
"2014/11/13","88.6000","10181590.0000","88.9400","89.8400","88.4600"
"2014/11/12","89.4800","6298570.0000","89.6000","89.8800","89.4200"
"2014/11/11","89.6700","6343916.0000","89.3800","89.7900","89.1700"
"2014/11/10","89.4500","5916891.0000","88.9200","89.5000","88.2600"
"2014/11/07","89.1300","5970903.0000","88.7400","89.2000","88.2500"
"2014/11/06","88.9000","6623258.0000","89.0800","89.2000","88.5700"
"2014/11/05","89.0000","8456249.0000","88.7400","89.4900","88.3600"
"2014/11/04","88.6400","10593890.0000","87.4900","88.8700","87.4400"
"2014/11/03","87.3800","7788989.0000","86.6600","87.3900","86.2000"
"2014/10/31","87.2700","9352998.0000","87.0800","87.3600","86.7100"
"2014/10/30","86.9400","5554176.0000","86.1600","87.0000","85.6700"
"2014/10/29","86.5400","6874630.0000","86.6700","86.6700","85.9100"
"2014/10/28","86.4700","9436620.0000","86.2000","86.6500","86.1700"
"2014/10/27","85.9500","10298760.0000","84.9600","86.4800","84.8300"
"2014/10/24","85.1600","13446930.0000","85.1000","85.9700","84.9100"
"2014/10/23","83.2300","14291970.0000","84.2600","84.3300","82.3000"
"2014/10/22","84.2300","9747540.0000","84.0600","84.5900","83.9200"
"2014/10/21","84.6100","12389590.0000","84.4700","84.6400","83.6600"
"2014/10/20","84.1800","8543274.0000","83.2500","84.3300","82.8300"
"2014/10/17","83.2700","11664760.0000","82.9500","83.4800","82.0300"
"2014/10/16","82.2400","11310180.0000","81.6500","82.8000","81.5700"
"2014/10/15","82.9500","13278090.0000","82.5900","83.5800","81.7600"
"2014/10/14","83.5500","8210323.0000","83.9100","83.9100","83.0300"
"2014/10/13","83.3700","10065900.0000","84.3100","84.4700","83.3100"
"2014/10/10","84.6900","13732400.0000","83.9500","85.2800","83.9100"
"2014/10/09","83.6600","7764006.0000","84.2100","84.8800","83.5300"
"2014/10/08","84.1800","8107110.0000","83.3400","84.2800","83.2100"
"2014/10/07","83.1600","7376887.0000","83.3800","83.9200","83.1200"
"2014/10/06","83.5700","5643730.0000","83.5700","83.9400","83.1900"
"2014/10/03","83.7900","6701541.0000","83.4400","83.9450","82.8800"
"2014/10/02","83.0500","8858352.0000","83.1000","83.9700","82.9500"
"2014/10/01","83.1400","9024665.0000","84.0200","84.0400","83.0300"
"2014/09/30","83.7400","8074700.0000","84.3400","84.3600","83.6800"
"2014/09/29","84.4400","6360039.0000","84.1100","84.4700","83.6600"
"2014/09/26","84.5800","5478006.0000","84.5400","84.7400","83.8600"
"2014/09/25","84.3300","8200924.0000","85.0200","85.1300","84.3300"
"2014/09/24","85.2400","11675050.0000","84.3300","85.4000","84.3300"
"2014/09/23","84.4400","7719472.0000","84.6500","84.9200","84.4400"
"2014/09/22","84.8100","8368742.0000","84.6400","84.9500","84.4900"
"2014/09/19","84.4700","11377400.0000","84.5200","84.7700","84.1800"
"2014/09/18","84.1900","5306613.0000","84.1800","84.4400","84.0730"
"2014/09/17","84.1600","8273804.0000","84.0200","84.5000","83.9300"
"2014/09/16","84.0800","7143763.0000","83.5800","84.4500","83.5600"
"2014/09/15","83.8700","7004681.0000","83.1800","84.2500","83.1400"
"2014/09/12","83.2600","6358495.0000","83.2100","83.3800","82.8600"
"2014/09/11","83.4900","6341589.0000","83.6100","83.7500","83.3700"
"2014/09/10","83.6400","6715314.0000","83.2000","83.9600","83.1500"
"2014/09/09","82.9900","5202881.0000","83.0500","83.2900","82.8300"
"2014/09/08","83.3200","4899594.0000","83.5700","83.6000","83.1300"
"2014/09/05","83.7700","5888938.0000","83.4400","83.8000","83.0650"
"2014/09/04","83.7000","7444213.0000","82.9200","83.7490","82.7800"
"2014/09/03","82.9000","5851775.0000","83.2600","83.4800","82.7700"
"2014/09/02","82.9800","5528857.0000","83.2100","83.4900","82.7100"
"2014/08/29","83.1100","4901303.0000","83.0900","83.1300","82.6000"
"2014/08/28","83.0300","4278732.0000","83.0200","83.2200","82.7600"
"2014/08/27","83.3100","4248318.0000","83.4300","83.6000","83.1601"
"2014/08/26","83.3800","5169103.0000","83.6100","83.8300","83.3300"
"2014/08/25","83.5400","5586758.0000","83.7400","83.8200","83.3100"
"2014/08/22","83.3900","6978484.0000","83.1600","83.6600","83.1400"
"2014/08/21","83.2800","7099801.0000","82.8000","83.4700","82.6900"
"2014/08/20","82.8100","4581229.0000","82.4600","82.9400","82.4600"
"2014/08/19","82.6900","6867656.0000","82.3500","82.8700","82.1200"
"2014/08/18","82.4400","8437749.0000","81.9900","82.8500","81.8100"
"2014/08/15","81.7800","7418410.0000","82.2300","82.2300","81.1800"
"2014/08/14","81.9500","5925827.0000","81.5900","82.0400","81.4350"
"2014/08/13","81.4800","5472167.0000","81.6400","81.7950","81.1100"
"2014/08/12","81.4200","6591201.0000","81.5000","81.8600","81.2100"
"2014/08/11","81.4800","8187978.0000","81.2300","81.8700","81.0300"
"2014/08/08","80.9500","6202900.0000","80.0500","81.0300","80.0400"
"2014/08/07","80.1400","7903960.0000","81.0200","81.1800","80.0100"
"2014/08/06","81.0900","12807330.0000","79.4000","81.3000","79.2700"
"2014/08/05","79.4100","7995884.0000","78.9900","79.7400","78.9800"
"2014/08/04","79.2200","12056040.0000","79.4600","79.4600","78.6600"
"2014/08/01","79.6500","18096440.0000","79.2500","80.6700","78.8300"
"2014/07/31","77.3200","11230290.0000","77.7600","78.0100","77.2900"
"2014/07/30","78.1600","8284893.0000","78.7000","79.0100","78.1400"
"2014/07/29","78.6500","6419565.0000","79.0900","79.5000","78.6500"
"2014/07/28","79.2600","6756207.0000","79.4100","79.6200","78.8500"
"2014/07/25","79.5600","6281087.0000","80.0200","80.1600","79.3700"
"2014/07/24","80.2600","5979804.0000","80.1200","80.3200","79.8500"
"2014/07/23","79.9900","5891217.0000","80.3300","80.5000","79.8150"
"2014/07/22","80.1000","6065951.0000","80.2900","80.5800","79.7700"
"2014/07/21","80.2800","4434293.0000","80.3300","80.3999","79.9500"
"2014/07/18","80.5500","6502396.0000","80.5500","80.7500","80.1600"
"2014/07/17","80.4000","5844616.0000","80.9900","81.2200","80.3900"
"2014/07/16","80.9400","8940537.0000","80.9000","81.2000","80.7500"
"2014/07/15","81.2600","9637625.0000","81.5100","81.5150","81.0900"
"2014/07/14","81.3200","6802013.0000","81.3600","81.7350","81.3000"
"2014/07/11","81.1600","7508874.0000","81.0600","81.5698","81.0000"
"2014/07/10","81.6100","8786288.0000","81.2700","81.9100","81.1900"
"2014/07/09","81.6700","12113080.0000","80.6600","81.8000","80.5000"
"2014/07/08","80.5600","9132156.0000","80.0300","80.8500","79.9100"
"2014/07/07","80.1900","6673585.0000","79.7500","80.2000","79.6600"
"2014/07/03","79.9800","5501056.0000","79.9300","80.1400","79.6350"
"2014/07/02","79.5600","6276604.0000","79.5600","79.8600","79.4400"
"2014/07/01","79.2800","8421177.0000","78.8700","79.4100","78.5050"
"2014/06/30","78.5900","10297740.0000","79.0100","79.4600","78.4300"
"2014/06/27","79.0200","8974764.0000","78.6000","79.1900","78.5200"
"2014/06/26","78.6200","7246348.0000","79.2400","79.2900","78.5900"
"2014/06/25","79.3200","12569260.0000","79.0400","79.3550","78.6500"
"2014/06/24","79.0100","8157255.0000","79.4200","79.4400","78.9150"
"2014/06/23","79.5200","6938894.0000","80.0600","80.0600","79.3600"
"2014/06/20","79.9300","11659760.0000","80.4400","80.5000","79.8250"
"2014/06/19","80.2400","12485120.0000","79.8500","80.5700","79.8000"
"2014/06/18","79.7900","9614222.0000","79.4400","79.9400","79.1300"
"2014/06/17","79.5800","5337262.0000","79.6100","79.7900","79.3500"
"2014/06/16","79.6900","5256033.0000","79.5200","79.9400","79.1100"
"2014/06/13","79.6400","5213978.0000","79.7300","79.9400","79.5000"
"2014/06/12","79.7600","6526807.0000","79.8200","80.0300","79.6900"
"2014/06/11","80.0600","7453733.0000","80.0500","80.3000","79.8800"
"2014/06/10","80.1500","5642792.0000","80.0300","80.3000","80.0000"
"2014/06/09","80.0900","6352506.0000","79.9100","80.2400","79.8500"
"2014/06/06","80.0300","5520545.0000","80.0900","80.2375","79.8200"
"2014/06/05","80.1100","5787679.0000","80.1100","80.3100","79.9700"
"2014/06/04","79.8600","5421537.0000","80.0000","80.2200","79.6401"
"2014/06/03","79.9300","6969764.0000","80.0400","80.3000","79.6000"
"2014/06/02","80.3600","4331701.0000","80.6600","80.6700","80.2900"
"2014/05/30","80.7900","7432956.0000","80.2500","80.8500","80.1700"
"2014/05/29","80.4000","3886779.0000","80.1000","80.4000","80.0800"
"2014/05/28","80.1000","4201167.0000","80.0300","80.2800","80.0200"
"2014/05/27","80.0800","7003831.0000","80.5500","80.5800","80.0500"
"2014/05/23","80.5200","4472635.0000","80.5100","80.8500","80.4000"
"2014/05/22","80.6500","5561082.0000","80.3700","80.6700","80.0500"
"2014/05/21","80.4900","6339764.0000","80.3400","80.6700","80.0200"
"2014/05/20","80.2300","7057177.0000","80.0200","80.5800","79.9700"
"2014/05/19","79.9300","6068058.0000","80.0100","80.0500","79.5400"
"2014/05/16","80.3300","11553930.0000","80.6300","80.7600","80.0000"
"2014/05/15","80.5300","9402103.0000","81.2500","81.3700","80.4400"
"2014/05/14","81.1700","6867249.0000","81.7400","81.9100","81.1200"
"2014/05/13","81.6100","6540018.0000","81.9400","81.9800","81.4200"
"2014/05/12","81.7300","7853781.0000","82.6100","82.7100","81.7100"
"2014/05/09","82.3900","7302872.0000","82.2000","82.8000","82.1400"
"2014/05/08","82.1600","4631207.0000","82.0600","82.3200","81.8200"
"2014/05/07","82.0900","6639514.0000","81.4500","82.1400","81.4200"
"2014/05/06","81.1300","4591267.0000","81.7600","81.7600","81.1200"
"2014/05/05","81.7000","4558630.0000","81.6400","81.8840","81.4700"
"2014/05/02","81.9200","6629211.0000","82.2200","82.6000","81.7500"
"2014/05/01","82.3400","5304998.0000","82.3900","82.4700","81.7600"
"2014/04/30","82.5500","6242620.0000","82.3900","82.7500","82.2375"
"2014/04/29","82.4400","7214281.0000","82.7500","82.9500","82.3600"
"2014/04/28","82.9400","11575680.0000","81.5400","82.9800","81.5100"
"2014/04/25","81.4100","7497404.0000","81.2000","81.5800","80.9700"
"2014/04/24","81.1500","9523197.0000","80.2600","81.3800","80.0100"
"2014/04/23","80.3600","9577465.0000","80.7200","80.7200","79.3800"
"2014/04/22","81.2500","9258917.0000","81.5400","81.6700","81.1500"
"2014/04/21","81.5600","6390941.0000","81.8100","81.8100","81.2900"
"2014/04/17","81.7600","8374663.0000","81.4700","81.8900","81.3400"
"2014/04/16","81.6500","8300706.0000","81.2800","81.8800","81.0300"
"2014/04/15","80.8400","9000827.0000","80.7900","81.0900","80.5200"
"2014/04/14","80.8100","7105587.0000","81.0000","81.2000","80.5100"
"2014/04/11","80.7600","11831390.0000","80.9800","81.6600","80.5000"
"2014/04/10","81.0900","12194300.0000","81.5800","82.1300","80.8900"
"2014/04/09","81.4900","11550710.0000","81.8000","82.2400","81.3200"
"2014/04/08","81.3500","11880730.0000","80.5100","81.3800","80.0200"
"2014/04/07","80.4900","13216300.0000","80.0200","81.0700","79.9300"
"2014/04/04","79.7700","8649567.0000","80.4700","80.5561","79.7500"
"2014/04/03","80.1000","5645980.0000","80.2800","80.5800","79.9300"
"2014/04/02","80.1300","6735931.0000","80.1900","80.3300","79.8000"
"2014/04/01","80.3400","8222327.0000","80.6000","80.8400","80.2100"
"2014/03/31","80.6000","8492787.0000","80.0000","80.8300","79.5500"
"2014/03/28","79.7600","6374994.0000","79.9400","80.3200","79.5200"
"2014/03/27","79.6500","8106449.0000","79.5500","80.4300","79.3800"
"2014/03/26","79.5000","8269811.0000","80.0300","80.1800","79.3300"
"2014/03/25","79.8100","8869821.0000","79.5200","79.9900","79.4400"
"2014/03/24","79.3000","11201290.0000","78.4950","79.8300","78.4700"
"2014/03/21","77.8800","21244400.0000","79.0400","79.7500","77.8800"
"2014/03/20","78.3200","8649602.0000","78.7000","78.9300","78.1549"
"2014/03/19","78.7800","8599419.0000","79.6800","79.9100","78.5100"
"2014/03/18","79.7700","7702150.0000","79.8400","80.0800","79.5099"
"2014/03/17","79.8400","8452119.0000","79.0200","79.9500","79.0200"
"2014/03/14","78.9800","14837740.0000","79.1000","79.2300","78.6700"
"2014/03/13","79.1900","9670788.0000","79.3200","79.7600","79.1900"
"2014/03/12","79.2400","7469348.0000","78.6600","79.4500","78.6200"
